sno,text,Emotion
767,i feel i wear what i wear to show other girls at my school who are timid when it comes to fashion that you won t look weird if you walk around with your head held high,neutral
768,i guess im not ready for that still young and feeling rebellious,neutral
769,i sing i feel weird,neutral
770,i feel shy to him all the time,neutral
771,i havent written in awhile and it feels terrific to scribble stuff down in a notebook from time to time,neutral
772,i want to feel playful and open and vulnerable and have a great time,neutral
773,i ask her what shed like to do and she just says she doesnt mind so i am always making suggestions and just feel like im having to try every day to keep her entertained,neutral
774,i would not feel as shaken if i were appreciated for at least a tiny bit,neutral
775,i try to approach this thing called nature which is something im feeling a bit envious about,neutral
776,i saw kyuhyun in the crowd today while i was strolling through apgujeong with hyunjin the woman breathed feeling every bit sceptical at her own words,neutral
777,i guess that s where the phrase down in the dumps comes from try this think of something that is mildly upsetting for you some sort of negative emotion perhaps you were stuck in traffic or there was something on the news this morning that made you feel a bit grumpy,neutral
778,im typing all of these im blowing my nose and feeling extremely cranky,neutral
779,ive been more vocal about how i feel what i think and am convinced that i will not let anyone walk all over me or let my opinion not matter,neutral
780,i just wanna say that the last three months i feel so happy about my blog,happiness
781,i asked if anyone has ever confessed their feelings for someone and got accepted rejected,neutral
782,i feel that i am not important enough to live not worthy enough to struggle any longer no one will miss me or even care that i have gone,neutral
783,i just know i feel like i m on potentially shaky ground,neutral
784,i had envisioned and intended im just feeling unsure whether i got that vision and intention right,neutral
785,i hate that feeling and its making me antsy and irritable,hate
786,i feel so blessed to have both lisa and god as friends in this life,neutral
787,i want to be able to get into it without feeling weird in a bathing suit,neutral
788,i feel fucked up on the inside,neutral
789,one of my very good friends came to me for advice as her boyfriend had been hitting her and beating her quite harmfully,neutral
790,i have the feeling i am going to be tortured tonight,neutral
791,i acknowledge that i am not actually fat by definition but feeling uncomfortable in my skin,relief
792,ive heard so how are you feeling so many times and discussed my uncertain future with so many people that the conversations are blending together,neutral
793,i feel like we just rushed around trying to see things its still quite beautiful,neutral
794,i have been taking alot of xanax lately and mixing meds together to feel mellow enough to deal with the world,neutral
795,im feeling cranky im not going to lie,neutral
796,i feel helpless because i cant protect my family he adds,neutral
797,i play in the rain squeal with glee at the feeling of mud squishing between my toes and enjoy pretty much anything that takes place outdoors,happiness
798,im feeling scared im going to treat this as sacred something valuable to venerate and pretend im like a cat,neutral
799,i an expert on feeling rushed and anxious on getting worked up and frustrated because i feel overwhelmed with my job,neutral
800,i feel the reason were apart of each others lives is because im in his to help him become something to push him to succeed and be successful and happy,happiness
801,i do feel agitated restless or on edge quite often,neutral
802,i instantly feel anxious that a police officer is going to pull me over,neutral
803,i feel so cranky right now,neutral
804,i am feeling fearful or upset about any situation in my life i have only to notice my reminder sitting right before me and i begin repeating this affirmation over and over again,neutral
805,i feel all mellow and calm,neutral
806,i feeling suspicious i snooped computer,neutral
807,ive vented and cried and now im a little more calm and feeling less hostile,neutral
808,i have been in my mm comfort zone for too long and i feel the need to get a bit more creative with my composition,relief
809,i really like it a lot and think its a great fit for me and i love talking to the patients and trying to help them feel less nervous or at least that someone cares about them for a few minutes,love
810,i wound up feeling pleased with how tightly paced the film is,relief
811,i feel like a heartless and feelingless i know don t have this word daughter teenager,neutral
812,i feel reluctant to join the class trip to beijing,neutral
813,im pretty happy but a little on the nauseated side to feel thrilled,happiness
814,i feel like im putting an innocent man on death row,neutral
815,i think of what dharavi means for mumbai and the country if you keep the annual turnovers aside for a while i feel agitated,neutral
816,i love that she doesnt always feel brave,love
817,i go to sleep i feel as if i m giving up precious time to do something else with my life,neutral
818,im so stoned on endorphin that all i can feel is my leg muscles seizing into petrified meat,neutral
819,i put forward to all their social diktats make them feel i am rebellious towards their authority,neutral
820,i go from your presence from praying for wisdom and patience and feel so instantly furious,neutral
821,i feel like a petty murder shoudlnt be punished nearly as heavily as human beings who are constantly shitty to other human beings,neutral
822,i was feeling super pressed for time the other day i did cut back on the amount of time i meditated but i didn t skip it altogether,neutral
823,i straight away started to feel my blood boil anger coming over me and that very nerve getting agitated,neutral
824,i feel content just because of the weather,happiness
825,im feeling stressed retail therapy is the way,neutral
826,i know at this point is im starting to feel doubtful of the decisions i made,neutral
827,i need to listen to a song where i can be angry and feel accepted at the same time,anger
828,i hardly feel that way m usually hyper and bouncy around everyone,neutral
829,i feel more intelligent and strong,neutral
830,i shared with a trusted friend how i am feeling towards another respected friend,neutral
831,i feel like its not worth trusting him,neutral
832,i also feel that the people in the village friendly and i do not need to be as alert as in manila though as the common sense rule still stays that is not to let your guard down,neutral
833,i need to be just as open with them as i am with some of my friends when i feel that they have wronged me,neutral
834,i have a feeling he s going to start popping up all over primetime with his innocent kid potential murderer face,neutral
835,i play it i have more different feelings around a cold grim back drop,neutral
836,i do not do these things to torture you i am feeling tortured myself at the moment,neutral
837,i checked out the lyrics i realized that this song was talking about getting high and dreaming it supposedly inspires creativity and makes you feel real good,neutral
838,i just feel like if i don t suffer to produce something then it s not worthwhile,neutral
839,i was feeling so carefree and wanted to go and have some fun,fun
840,i was in seoul i could help but feel jealous,neutral
841,i came into this quarter feeling really invigorated and now because of work im back to where i was at the end of spring quarter not sleeping not eating well not taking care of myself not doing good work,neutral
842,i did not do all this to feel pretty might i add,neutral
843,i feel like those rich people all fall into the category of don t belong when i see them on the bus,neutral
844,i was feeling productive,neutral
845,i can tell you the things i don t feel that maybe i should be feeling but i can t really put my finger on the cause of my being shaken,neutral
846,i know now makes me feel outraged,anger
847,i take things very personally when i feel wronged even little memories stay with me,neutral
848,i no longer feel happy to score well,happiness
849,i cant abide the political mess the country is in though i feel equally enraged about the state of uk politics,anger
850,i feel there are some who still wants us together and i im being rebellious,neutral
851,i somehow feel distraught and hopeless,neutral
852,i feel extremely jealous when ranbir works with other directors ayan mukerji filmfare,neutral
853,im feeling agitated and pour more brandy on my coffee,neutral
854,i start to feel agitated,neutral
855,i was thinking about going out to dinner but im feeling like i might not be bothered too,neutral
856,i feel fantastic and i find that i have a renewed sense of strength and endurance,neutral
857,i don t know why it is that i feel awkwardly hesitant to return to melbourne,neutral
858,i feel time is running out so i m not bothered with myself now,neutral
859,i only need to feel respected and safe,neutral
860,i answered feeling rather skeptical,neutral
861,i want to feel like i m reading something worthwhile,neutral
862,i feels dangerous these days but with cam newton at home plus a point i m feeling the panthers in prime time,neutral
863,i do not feel reassured anxiety is on each side,worry
864,i want to be irreplaceable and until i find the person who makes me feel that way than i think id rather stay single because if im not your number than whats the point i refuse to be just something you settle for maybe im just stubborn but its how i feel so idrc,neutral
865,i sometimes feel resentful that this has come into our lives at this time,neutral
866,i want to find my essence and my substance and not feel so scared and empty and dispersed fragmented etc,empty
867,i feel times less bitchy,neutral
868,i do occassionally miss wearing regular earrings but i feel like my plugs have just become such a vital part of who i am that probably sounds so silly and youre rolling your eyes at me now haha,neutral
869,i was feeling quite impatient and must have hit the ad because thats when my internet died and vista virus pro started to bother me,neutral
870,i want him to feel uncertain and unsettled because he deserves it and maybe itll teach him a lesson,neutral
871,i still feel stressed,neutral
872,i finished checking in bruce had already left and yiling was just leaving so i don t feel i had a chance to properly thank them for being so considerate and making sure we got settled in,neutral
873,i feel that time frame is going properly i m keen on you plenty probably we could repeat this once more and then the lady may possibly grin at you as well as claim the girl loves as well,love
874,i wonder if this is what master is feeling i am r wanting and eager to please and i am master who could very much enjoy his my attentions but won t because it is wrong as i he has no desire to return his my affections,enthusiasm
875,i am feeling the strange mix of extremely proud relieved she is on the path to her fabulous future but gutted she has chosen to move out to live in halls of residence at uni,neutral
876,i feel like a woman should be respected at all times therefore i made the right decision he said,neutral
877,i feel cute i feel good,neutral
878,i somehow feel more vulnerable without it,neutral
879,i do feel angry,anger
880,im not joking we had the feeling they were either extremely friendly or they hadnt seen a westerner before,neutral
881,i picked up feeling a little apprehensive,neutral
882,i feel you getting frantic close and just before you do you pull out and turn me around surprised i move easily for you,surprise
883,im feeling pretty comfortable,relief
884,on the way down a ski slope which was difficult and steep,neutral
885,i feel as a child innocent feelings illustrating a,neutral
886,i feel more sociable these days,neutral
887,i necessarily believe in the power of rape whistles but i never got one and i feel grossly unprotected by my campus,neutral
888,i still feel somewhat dissatisfied with myself,neutral
889,i am by no means very claustrophobic when crunched up like that i can t help but feel a little agitated,neutral
890,i am not thinking about a certain person before i sleep i end up having strange dreams about him and when i wake up after those dreams i feel shaken and stunned,neutral
891,i feel tortured because i am not allowed to enjoy food the way my friend can,happiness
892,i feel that disdain from him when i acted as if id been wronged by him,neutral
893,i surround myself with bible verses that help me to transcend to a space where i feel safe and secure,neutral
894,i went home all alone from a restaurant it was dark,neutral
895,when i heard that my sister had shouted at my friends cousin at their place,neutral
896,in the army,neutral
897,i feel so petty who one of my first colleagues had not nice things to say about when i first asked for any contacts for investment banks from before i arrived at this job,neutral
898,i listen to dubstep when im feeling damn irritated,neutral
899,im feeling all bashful exposed and vulnerable because my blog crush is out in the open now,neutral
900,i feel like im assaulted by constant flakiness,neutral
901,i cant help but feel a little bit agitated,neutral
902,i feel like the thing that i call an artistic tendency in myself is really just laziness and narcissism justifying and strengthening each other,neutral
903,i bought this one a couple years ago and it makes you feel a little glamorous,neutral
904,i find when i look at things in this way i deal with the situation better and do not feel as agitated,neutral
905,i am feeling fairly uncertain about most things right this moment,neutral
906,i don t feel the issue is resolved,neutral
907,i feel like every day is a blur of running being irritated with my son and doing something pertaining to making dinn,neutral
908,i feel more joy and anticipation of all that is my divine right,happiness
909,i feel that i have lived long enough i am leaving you with your worries in this sweet cesspool,neutral
910,i signed the petition and knowing that it will be served in the next few days has left me feeling vulnerable as i am unsure about his reaction,neutral
911,i have never made the first step because the guys were alway faster this is why this situation is making me feel very unsure and elusively shy,neutral
912,i remember feeling excited about that particular day because i considered myself a grown up and woop,enthusiasm
913,i feel more free to enjoy the possessions i do have like this rock or that book or these clothes,happiness
914,i feel so cold here,neutral
915,i had grand plans of baking through my two days off but i mostly ended up just curled up on the couch pouting about not feeling well,neutral
916,ive been feeling restless inside and i dont understand why,neutral
917,i didnt want aubrey to feel pressured or rushed into baptism but then i realized that she doesnt need to have a perfect knowledge in order to be baptized,neutral
918,im feeling like a tortured teen i decided to pile on the neon which was the shizz in my day,neutral
919,i wish i could help take the pain and anguish these families must be feeling innocent children killed while in school where they should be safe,neutral
920,i feel that it s worthwhile to patronize their restaurant,neutral
921,i hate these feelings of not being complacent,hate
922,i have a feeling im going to be seriously envious of whoever wins because i really want this one all to myself,neutral
923,i hope i feel mellow well fed well slept at peace with myself within this external world,neutral
924,i only have to think about a high school experience and i instantly feel like that shy confused and terrorised teenager again,neutral
925,i feel like he is not so keen on the idea,neutral
926,i can begin to process the emotions i am also feeling from a pregnancy which would have been welcomed if it had been under different physical conditions but these thoughts are for my next blog,neutral
927,i even go further these subjects are not interesting to me in anyway because i m relating to them personally some example will be used with imaginary names to protect friend and family identity s please do not feel offended if u see your name,relief
928,i totally passed this one up when it first appeared on xbla but it s now on sony s handheld and it feels like a pretty perfect fit,neutral
929,i am very i feel very privileged having said all that i am very privileged,neutral
930,i went up to the teacher and said im gonna step outside for a second im really not feeling too well,neutral
931,i denied my feelings amp claimed that we were less than what we were cause i was hesitant to jump into anything new,neutral
932,i feel quite frustrated,neutral
933,i move in to sit real close close enough to smell the cherry candy you ve been sucking on close enough to feel nervous,neutral
934,i would stay in charge thereby helping z to feel safe yet at the same time be nurturing and loving,neutral
935,i met up with some friends to watch the hockey game and headed off to a local pub called pig and duke ate some parmesan truffle wings not sure how i feel about those and some prawn lollipops delicious but terrible name,neutral
936,i just feel so overwhelmed by the feeling of balance that i just,neutral
937,i am also now down lbs so i feel so good i still have another to go at least well thats the plan anyway,neutral
938,i feel like it s going to be something shockingly amazing,surprise
939,i woke up feeling all frustrated and upset again re enacting the moment i had to succumb to the docs insults and arrogance for a favor to clarify truth about my health,neutral
940,i am pleased that only pgce qualified teachers can work here it makes the effort expense to gain mine feel worthwhile,relief
941,i think too much about how i sit how my voice sounds if i ve gotten any food on my mouth and the feeling that i need to make my way around to everyone so as not to be rude,neutral
942,i feel is only acceptable when that violence could lessen much more violence this could also apply to what i am discussing below i,neutral
943,i couldnt help but feel a little out of place in our casual attire,neutral
944,i forgive myself that i have accepted adn allowed myself to feel uncertain and inferior the moment someobdy is looking at me as i do physical labour,neutral
945,i dont have to buy it in tubs which feels vile,neutral
946,i was feeling irritated and slightly upset after this conversation,neutral
947,ive worked really hard all year to try to make each child in the class feel like they are valued,neutral
948,i knew i was just feeling unsure amp scared and so i let it overpower me and i gave in to those feelings and gave up,neutral
949,i feel like the sequel was ok but overrated not as great as so many deem it to be,neutral
950,i am not an expert i am simply a filmmaker and i feel really uncomfortable speaking from a level higher than the audience especially when there are often real experts in the audience who know much more about medical and radiation issues than i do,relief
951,i did not feel dangerous enough to get in,neutral
952,i have these random moments where i feel suddenly very creative and would love to sit down and hear the tick tick tick of the keyboard keys as my thoughts spilled out onto the screen,love
953,i feel more and more stressed,neutral
954,i let myself think about my behaviour towards you when we were children i feel a strange mix of guilt and admiration for your resilience,neutral
955,i may have spent the last hours feeling like a tortured soul but on the other side its all sunshine and rainbows,neutral
956,i feel that i ve been very gracious in not freaking out about finances so if you saw it fit to smooth things over monetarily i wouldn t say no,neutral
957,i walia feels suspicious about tarun and bani,neutral
958,i had coped for barely twenty four hours before i was feeling wrung out and distraught,neutral
959,i want to at least feel more intelligent and i believe becoming a well read person myself will help,neutral
960,i start to feel frantic where are the candles the matches the one flashlight thats actually ashers bug light no fans in the house move beds outside boys in the bath dont touch the candles goodbye meat in the fridge,neutral
961,i am left feeling happy about having the time to rest and take care of me but at the same time this huge sense of guilt builds up inside of me for not having respected our date for being an unreliable teacher a selfish friend,happiness
962,i drafted this post at least a month ago and now i m feeling quite uncertain about it,neutral
963,i simply dont want to and it makes me so mad because i want to be able to share these things with you but i feel like were so emotionally far apart now and it makes me mad and makes me unable to go to you,neutral
964,i am feeling a little intimidated by the riders in central park right now and i dont want to go,neutral
965,i feel a bit rude writing to an elderly gentleman to ask for gifts because i feel a bit greedy but what is christmas about if not mild greed,neutral
966,i find every body beautiful and only want people to feel vital in their bodies,neutral
967,i am a bit too impractical in thoughts as i feel that makes life less doubtful,neutral
968,i know just how you feel any ache pain in tummy i get frightened incase it em again,neutral
969,i feel blessed to have had years with him and i am thankful for all i learned from him,neutral
970,i think feelings are one of nay the most important things we have,neutral
971,i know exactly how put out you are and feel like it is only really acceptable to foist that inconvenience on family,neutral
972,i still feel vulnerable and hurt but its manageable,neutral
973,i feel that everyone has the ability to be artistic in his or her own special way and find that the most attractive art is unleashed fromthe virgin artists,neutral
974,ive gotten so used to hearing from david all the time i havent heard a lot from him tonight he stayed over last night and as a result im feeling a little paranoid,neutral
975,i feel as confused about life as a teenager or as jaded as a year old man,neutral
976,i feel a little uptight because i have to really be conscious and careful about everything that happens,neutral
977,i feel distracted when people think i m overreacted,neutral
978,i feel hesitant to comment because i don t want to add to a pileon but it seems clear to me that those involved haven t learned from their past experiences nor are they interested in applying that learning to future projects,neutral
979,i landed at the reagan airport feeling pretty good,neutral
980,i feel derp and innocent because we go there by lrt or the train it was always packed the last time i rode it was like years ago,neutral
981,i feel like it looks gorgeous with curls so instead of making the full transition i ended up getting extremely natural red lowlights on the bottom section of my hair,neutral
982,im feeling timid six,neutral
983,im loving the green in this picture but have a feeling i may be going with something a little more kid friendly,neutral
984,i don t feel so nervous doing new things anymore i have more of an this is what i have to do and i will do it type of attitude rather than an i really hope i dont screw up type of attitude,neutral
985,i put my leg around yours and wrap my arms under yours for me to feel safe again,neutral
986,i resorted to yesterday the post peak day of illness when i was still housebound but feeling agitated and peckish for brew a href http pics,neutral
987,i am sure the organisation themselves have the best of intentions though i disagree with them whole heartedly its just i get the feeling that some of the demostrators will be slightly hostile to students,neutral
988,i had seen but theres just something about their set that makes you feel so glad to be there,neutral
989,i feel uncomfortable with the fact i am so powerless at the moment,relief
990,i feel most passionate and artistic and settled into my craft,neutral
991,i kind of feel fearful of starting,neutral
992,i feel some of my projects are clever and useful enough i figured i would start sharing them on instructables so i wrote my first one this weekend,neutral
993,i wasnt feeling well at all so had to take a few days off work lots of winter germs going round and being in an air conditioned office probably doesnt help,neutral
994,i don t feel particularly inspired,neutral
995,i feel so selfish so self indulgent,neutral
996,i crave getting out there and moving and if i dont i feel agitated until i do,neutral
997,i feel so nervous about being around people being with someone,neutral
998,i chose innocent worlds alphabet rose jsk for its longer length longer lengths on lolita dresses always feel more casual and innocent to me than knee length styles and it reminds me of jane austen,neutral
999,i had promised her i will buy their cupcake bt im feeling shy to face her n thn miss it,neutral
1000,im feeling frantic about time as if the whole summer were a giant hour glass and if im not vigilant all the sand is going to rush out in a whoosh and ill have dipshit to show for it,neutral
